U(k),U(k-1),U(k-2),U(k-3),Y(k),Y(k-1),Y(k-2),Y(k-3)
0.953535347,-0.851705155,-0.64911548,0.042065275,1.080636544,0.704329042,0.384043417,0.789094814
-0.512782702,0.953535347,-0.851705155,-0.64911548,0.066365866,1.080636544,0.704329042,0.384043417
-0.501103843,-0.512782702,0.953535347,-0.851705155,0.9663233,0.066365866,1.080636544,0.704329042
0.661030802,-0.501103843,-0.512782702,0.953535347,0.824152221,0.9663233,0.066365866,1.080636544
0.70355474,0.661030802,-0.501103843,-0.512782702,0.525779309,0.824152221,0.9663233,0.066365866
-0.92907717,0.70355474,0.661030802,-0.501103843,0.212067065,0.525779309,0.824152221,0.9663233
-0.103923776,-0.92907717,0.70355474,0.661030802,1.077779062,0.212067065,0.525779309,0.824152221
-0.812563138,-0.103923776,-0.92907717,0.70355474,0.309319473,1.077779062,0.212067065,0.525779309
0.986349887,-0.812563138,-0.103923776,-0.92907717,1.254111952,0.309319473,1.077779062,0.212067065
0.21909051,0.986349887,-0.812563138,-0.103923776,0.20250135,1.254111952,0.309319473,1.077779062
-0.051928085,0.21909051,0.986349887,-0.812563138,0.752890724,0.20250135,1.254111952,0.309319473
-0.632051772,-0.051928085,0.21909051,0.986349887,0.428051701,0.752890724,0.20250135,1.254111952
-0.752018419,-0.632051772,-0.051928085,0.21909051,0.701865686,0.428051701,0.752890724,0.20250135
0.080229272,-0.752018419,-0.632051772,-0.051928085,0.833253279,0.701865686,0.428051701,0.752890724
0.784440396,0.080229272,-0.752018419,-0.632051772,0.717519682,0.833253279,0.701865686,0.428051701
-0.006610885,0.784440396,0.080229272,-0.752018419,0.345250118,0.717519682,0.833253279,0.701865686
-0.268196511,-0.006610885,0.784440396,0.080229272,0.678290326,0.345250118,0.717519682,0.833253279
-0.230369638,-0.268196511,-0.006610885,0.784440396,0.618711008,0.678290326,0.345250118,0.717519682
0.976771923,-0.230369638,-0.268196511,-0.006610885,0.931079371,0.618711008,0.678290326,0.345250118
-0.879322484,0.976771923,-0.230369638,-0.268196511,0.004982907,0.931079371,0.618711008,0.678290326
-0.072654323,-0.879322484,0.976771923,-0.230369638,1.240674963,0.004982907,0.931079371,0.618711008
-0.549352055,-0.072654323,-0.879322484,0.976771923,0.330752376,1.240674963,0.004982907,0.931079371
0.329568838,-0.549352055,-0.072654323,-0.879322484,0.99865243,0.330752376,1.240674963,0.004982907
0.691971057,0.329568838,-0.549352055,-0.072654323,0.574459232,0.99865243,0.330752376,1.240674963
0.127972763,0.691971057,0.329568838,-0.549352055,0.45954058,0.574459232,0.99865243,0.330752376
0.520482935,0.127972763,0.691971057,0.329568838,0.776876008,0.45954058,0.574459232,0.99865243
0.367078783,0.520482935,0.127972763,0.691971057,0.498410286,0.776876008,0.45954058,0.574459232
0.148709053,0.367078783,0.520482935,0.127972763,0.594427584,0.498410286,0.776876008,0.45954058
-0.415124347,0.148709053,0.367078783,0.520482935,0.47879053,0.594427584,0.498410286,0.776876008
-0.591850691,-0.415124347,0.148709053,0.367078783,0.652802927,0.47879053,0.594427584,0.498410286
-0.4189221,-0.591850691,-0.415124347,0.148709053,0.677857493,0.652802927,0.47879053,0.594427584
-0.154094241,-0.4189221,-0.591850691,-0.415124347,0.683151243,0.677857493,0.652802927,0.47879053
-0.719161428,-0.154094241,-0.4189221,-0.591850691,0.460561589,0.683151243,0.677857493,0.652802927
0.004391681,-0.719161428,-0.154094241,-0.4189221,0.901514498,0.460561589,0.683151243,0.677857493
0.086102096,0.004391681,-0.719161428,-0.154094241,0.546104615,0.901514498,0.460561589,0.683151243
-0.355051877,0.086102096,0.004391681,-0.719161428,0.532193166,0.546104615,0.901514498,0.460561589
0.846182385,-0.355051877,0.086102096,0.004391681,0.970720382,0.532193166,0.546104615,0.901514498
-0.520900683,0.846182385,-0.355051877,0.086102096,0.123348773,0.970720382,0.532193166,0.546104615
-0.392694783,-0.520900683,0.846182385,-0.355051877,0.948291989,0.123348773,0.970720382,0.532193166
0.558294879,-0.392694783,-0.520900683,0.846182385,0.770652242,0.948291989,0.123348773,0.970720382
-0.755807936,0.558294879,-0.392694783,-0.520900683,0.208323189,0.770652242,0.948291989,0.123348773
0.127233541,-0.755807936,0.558294879,-0.392694783,1.086143921,0.208323189,0.770652242,0.948291989
0.776331252,0.127233541,-0.755807936,0.558294879,0.635266064,1.086143921,0.208323189,0.770652242
0.720296184,0.776331252,0.127233541,-0.755807936,0.558695953,0.635266064,1.086143921,0.208323189
-0.622957633,0.720296184,0.776331252,0.127233541,0.269733677,0.558695953,0.635266064,1.086143921
0.382679394,-0.622957633,0.720296184,0.776331252,1.070123868,0.269733677,0.558695953,0.635266064
-0.712300021,0.382679394,-0.622957633,0.720296184,0.190184058,1.070123868,0.269733677,0.558695953
0.161408778,-0.712300021,0.382679394,-0.622957633,1.09424838,0.190184058,1.070123868,0.269733677
0.007206146,0.161408778,-0.712300021,0.382679394,0.430877183,1.09424838,0.190184058,1.070123868
-0.77911299,0.007206146,0.161408778,-0.712300021,0.50193191,0.430877183,1.09424838,0.190184058
-0.051210279,-0.77911299,0.007206146,0.161408778,0.886740472,0.50193191,0.430877183,1.09424838
0.291197694,-0.051210279,-0.77911299,0.007206146,0.618177109,0.886740472,0.50193191,0.430877183
-0.379209647,0.291197694,-0.051210279,-0.77911299,0.435817607,0.618177109,0.886740472,0.50193191
-0.369935984,-0.379209647,0.291197694,-0.051210279,0.71774619,0.435817607,0.618177109,0.886740472
-0.71004548,-0.369935984,-0.379209647,0.291197694,0.515627608,0.71774619,0.435817607,0.618177109
0.617676944,-0.71004548,-0.369935984,-0.379209647,1.027225559,0.515627608,0.71774619,0.435817607
-0.25323484,0.617676944,-0.71004548,-0.369935984,0.244673226,1.027225559,0.515627608,0.71774619
0.198682121,-0.25323484,0.617676944,-0.71004548,0.929064707,0.244673226,1.027225559,0.515627608
-0.717392574,0.198682121,-0.25323484,0.617676944,0.279433149,0.929064707,0.244673226,1.027225559
0.578475904,-0.717392574,0.198682121,-0.25323484,1.14143288,0.279433149,0.929064707,0.244673226
0.299667272,0.578475904,-0.717392574,0.198682121,0.368351093,1.14143288,0.279433149,0.929064707
0.505993545,0.299667272,0.578475904,-0.717392574,0.767404798,0.368351093,1.14143288,0.279433149
0.638013181,0.505993545,0.299667272,0.578475904,0.57350657,0.767404798,0.368351093,1.14143288
0.566909748,0.638013181,0.505993545,0.299667272,0.585846727,0.57350657,0.767404798,0.368351093
0.129535112,0.566909748,0.638013181,0.505993545,0.492888817,0.585846727,0.57350657,0.767404798
0.718465021,0.129535112,0.566909748,0.638013181,0.810597969,0.492888817,0.585846727,0.57350657
0.099569344,0.718465021,0.129535112,0.566909748,0.361656553,0.810597969,0.492888817,0.585846727
0.748329953,0.099569344,0.718465021,0.129535112,0.891611265,0.361656553,0.810597969,0.492888817
0.49613705,0.748329953,0.099569344,0.718465021,0.428185121,0.891611265,0.361656553,0.810597969
0.615277853,0.49613705,0.748329953,0.099569344,0.705167691,0.428185121,0.891611265,0.361656553
-0.05212012,0.615277853,0.49613705,0.748329953,0.388839199,0.705167691,0.428185121,0.891611265
0.991425059,-0.05212012,0.615277853,0.49613705,0.983518061,0.388839199,0.705167691,0.428185121
-0.903276045,0.991425059,-0.05212012,0.615277853,-0.019091805,0.983518061,0.388839199,0.705167691
-0.341259706,-0.903276045,0.991425059,-0.05212012,1.205131283,-0.019091805,0.983518061,0.388839199
0.404273472,-0.341259706,-0.903276045,0.991425059,0.656934019,1.205131283,-0.019091805,0.983518061
0.639918047,0.404273472,-0.341259706,-0.903276045,0.642221804,0.656934019,1.205131283,-0.019091805
0.158564857,0.639918047,0.404273472,-0.341259706,0.456596943,0.642221804,0.656934019,1.205131283
0.966768813,0.158564857,0.639918047,0.404273472,0.880654463,0.456596943,0.642221804,0.656934019
0.642279831,0.966768813,0.158564857,0.639918047,0.402269102,0.880654463,0.456596943,0.642221804
-0.181596721,0.642279831,0.966768813,0.158564857,0.475046753,0.402269102,0.880654463,0.456596943
0.519473165,-0.181596721,0.642279831,0.966768813,0.862291921,0.475046753,0.402269102,0.880654463
0.006210922,0.519473165,-0.181596721,0.642279831,0.382683523,0.862291921,0.475046753,0.402269102
-0.098567068,0.006210922,0.519473165,-0.181596721,0.696726255,0.382683523,0.862291921,0.475046753
-0.595998245,-0.098567068,0.006210922,0.519473165,0.469940823,0.696726255,0.382683523,0.862291921
-0.940585663,-0.595998245,-0.098567068,0.006210922,0.623952553,0.469940823,0.696726255,0.382683523
-0.358246151,-0.940585663,-0.595998245,-0.098567068,0.808395699,0.623952553,0.469940823,0.696726255
-0.561809822,-0.358246151,-0.940585663,-0.595998245,0.519997711,0.808395699,0.623952553,0.469940823
0.849102866,-0.561809822,-0.358246151,-0.940585663,1.038714391,0.519997711,0.808395699,0.623952553
0.568743686,0.849102866,-0.561809822,-0.358246151,0.377960257,1.038714391,0.519997711,0.808395699
-0.240633291,0.568743686,0.849102866,-0.561809822,0.494928907,0.377960257,1.038714391,0.519997711
-0.502238141,-0.240633291,0.568743686,0.849102866,0.615558583,0.494928907,0.377960257,1.038714391
-0.377852144,-0.502238141,-0.240633291,0.568743686,0.675189365,0.615558583,0.494928907,0.377960257
0.798754029,-0.377852144,-0.502238141,-0.240633291,0.909991589,0.675189365,0.615558583,0.494928907
0.711794761,0.798754029,-0.377852144,-0.502238141,0.461884997,0.909991589,0.675189365,0.615558583
-0.192576012,0.711794761,0.798754029,-0.377852144,0.422365905,0.461884997,0.909991589,0.675189365
0.215328338,-0.192576012,0.711794761,0.798754029,0.814658861,0.422365905,0.461884997,0.909991589
-0.044306421,0.215328338,-0.192576012,0.711794761,0.475392657,0.814658861,0.422365905,0.461884997
0.697740349,-0.044306421,0.215328338,-0.192576012,0.865512683,0.475392657,0.814658861,0.422365905
0.566497394,0.697740349,-0.044306421,0.215328338,0.468347916,0.865512683,0.475392657,0.814658861
-0.23908691,0.566497394,0.697740349,-0.044306421,0.451316559,0.468347916,0.865512683,0.475392657
-0.343143092,-0.23908691,0.566497394,0.697740349,0.674969853,0.451316559,0.468347916,0.865512683
0.625960237,-0.343143092,-0.23908691,0.566497394,0.856458658,0.674969853,0.451316559,0.468347916
-0.225813654,0.625960237,-0.343143092,-0.23908691,0.294418504,0.856458658,0.674969853,0.451316559
0.578308963,-0.225813654,0.625960237,-0.343143092,0.984869008,0.294418504,0.856458658,0.674969853
0.109530042,0.578308963,-0.225813654,0.625960237,0.357701406,0.984869008,0.294418504,0.856458658
0.085226211,0.109530042,0.578308963,-0.225813654,0.724986514,0.357701406,0.984869008,0.294418504
0.061070601,0.085226211,0.109530042,0.578308963,0.569414464,0.724986514,0.357701406,0.984869008
-0.211215629,0.061070601,0.085226211,0.109530042,0.566055226,0.569414464,0.724986514,0.357701406
0.605009818,-0.211215629,0.061070601,0.085226211,0.853164229,0.566055226,0.569414464,0.724986514
-0.594972459,0.605009818,-0.211215629,0.061070601,0.209371522,0.853164229,0.566055226,0.569414464
-0.847355067,-0.594972459,0.605009818,-0.211215629,0.793528734,0.209371522,0.853164229,0.566055226
0.445003889,-0.847355067,-0.594972459,0.605009818,0.923017559,0.793528734,0.209371522,0.853164229
-0.829495764,0.445003889,-0.847355067,-0.594972459,0.179140945,0.923017559,0.793528734,0.209371522
0.31275298,-0.829495764,0.445003889,-0.847355067,1.175112011,0.179140945,0.923017559,0.793528734
-0.202963161,0.31275298,-0.829495764,0.445003889,0.315179754,1.175112011,0.179140945,0.923017559
-0.438907624,-0.202963161,0.31275298,-0.829495764,0.71151438,0.315179754,1.175112011,0.179140945
0.061643789,-0.438907624,-0.202963161,0.31275298,0.731361119,0.71151438,0.315179754,1.175112011
0.794336826,0.061643789,-0.438907624,-0.202963161,0.757671327,0.731361119,0.71151438,0.315179754
0.467250856,0.794336826,0.061643789,-0.438907624,0.447446247,0.757671327,0.731361119,0.71151438
0.765778953,0.467250856,0.794336826,0.061643789,0.742141424,0.447446247,0.757671327,0.731361119
0.322688017,0.765778953,0.467250856,0.794336826,0.424944531,0.742141424,0.447446247,0.757671327
-0.176109423,0.322688017,0.765778953,0.467250856,0.560947943,0.424944531,0.742141424,0.447446247
-0.369091434,-0.176109423,0.322688017,0.765778953,0.601196323,0.560947943,0.424944531,0.742141424
-0.214180988,-0.369091434,-0.176109423,0.322688017,0.681715218,0.601196323,0.560947943,0.424944531
0.652891866,-0.214180988,-0.369091434,-0.176109423,0.822108262,0.681715218,0.601196323,0.560947943
-0.207996368,0.652891866,-0.214180988,-0.369091434,0.300948159,0.822108262,0.681715218,0.601196323
-0.088021413,-0.207996368,0.652891866,-0.214180988,0.809063695,0.300948159,0.822108262,0.681715218
0.271554409,-0.088021413,-0.207996368,0.652891866,0.64706716,0.809063695,0.300948159,0.822108262
0.339388741,0.271554409,-0.088021413,-0.207996368,0.610520647,0.64706716,0.809063695,0.300948159
-0.582950637,0.339388741,0.271554409,-0.088021413,0.373362937,0.610520647,0.64706716,0.809063695
-0.50137984,-0.582950637,0.339388741,0.271554409,0.777679875,0.373362937,0.610520647,0.64706716
0.360348891,-0.50137984,-0.582950637,0.339388741,0.803032154,0.777679875,0.373362937,0.610520647
0.323805878,0.360348891,-0.50137984,-0.582950637,0.527468081,0.803032154,0.777679875,0.373362937
0.197108764,0.323805878,0.360348891,-0.50137984,0.606813592,0.527468081,0.803032154,0.777679875
-0.266899251,0.197108764,0.323805878,0.360348891,0.496492285,0.606813592,0.527468081,0.803032154
0.096411676,-0.266899251,0.197108764,0.323805878,0.772402,0.496492285,0.606813592,0.527468081
-0.389895856,0.096411676,-0.266899251,0.197108764,0.437808622,0.772402,0.496492285,0.606813592
-0.432599341,-0.389895856,0.096411676,-0.266899251,0.704321776,0.437808622,0.772402,0.496492285
0.603873777,-0.432599341,-0.389895856,0.096411676,0.867491909,0.704321776,0.437808622,0.772402
0.779820648,0.603873777,-0.432599341,-0.389895856,0.549270583,0.867491909,0.704321776,0.437808622
0.329137575,0.779820648,0.603873777,-0.432599341,0.49380324,0.549270583,0.867491909,0.704321776
0.216344944,0.329137575,0.779820648,0.603873777,0.624777171,0.49380324,0.549270583,0.867491909
-0.932140285,0.216344944,0.329137575,0.779820648,0.317530458,0.624777171,0.49380324,0.549270583
-0.688579273,-0.932140285,0.216344944,0.329137575,0.866493004,0.317530458,0.624777171,0.49380324
0.396174963,-0.688579273,-0.932140285,0.216344944,0.841381652,0.866493004,0.317530458,0.624777171
0.840887596,0.396174963,-0.688579273,-0.932140285,0.63443988,0.841381652,0.866493004,0.317530458
0.06965713,0.840887596,0.396174963,-0.688579273,0.3769784,0.63443988,0.841381652,0.866493004
0.784406084,0.06965713,0.840887596,0.396174963,0.901432186,0.3769784,0.63443988,0.841381652
-0.868810403,0.784406084,0.06965713,0.840887596,0.073394935,0.901432186,0.3769784,0.63443988
-0.137001013,-0.868810403,0.784406084,0.06965713,1.158016418,0.073394935,0.901432186,0.3769784
-0.369691749,-0.137001013,-0.868810403,0.784406084,0.412065871,1.158016418,0.073394935,0.901432186
0.074491818,-0.369691749,-0.137001013,-0.868810403,0.837712739,0.412065871,1.158016418,0.073394935
0.414768068,0.074491818,-0.369691749,-0.137001013,0.625499158,0.837712739,0.412065871,1.158016418
-0.307365891,0.414768068,0.074491818,-0.369691749,0.41392375,0.625499158,0.837712739,0.412065871
-0.990806321,-0.307365891,0.414768068,0.074491818,0.551759904,0.41392375,0.625499158,0.837712739
-0.751007357,-0.990806321,-0.307365891,0.414768068,0.753919648,0.551759904,0.41392375,0.625499158
-0.061051417,-0.751007357,-0.990806321,-0.307365891,0.780190899,0.753919648,0.551759904,0.41392375
-0.235303202,-0.061051417,-0.751007357,-0.990806321,0.521227133,0.780190899,0.753919648,0.551759904
-0.646558148,-0.235303202,-0.061051417,-0.751007357,0.566315455,0.521227133,0.780190899,0.753919648
0.648567361,-0.646558148,-0.235303202,-0.061051417,0.994550281,0.566315455,0.521227133,0.780190899
0.646429327,0.648567361,-0.646558148,-0.235303202,0.468403276,0.994550281,0.566315455,0.521227133
-0.688994423,0.646429327,0.648567361,-0.646558148,0.314834425,0.468403276,0.994550281,0.566315455
0.341591754,-0.688994423,0.646429327,0.648567361,1.052648302,0.314834425,0.468403276,0.994550281
-0.814466156,0.341591754,-0.688994423,0.646429327,0.181081453,1.052648302,0.314834425,0.468403276
-0.956952122,-0.814466156,0.341591754,-0.688994423,0.851783472,0.181081453,1.052648302,0.314834425
0.536733151,-0.956952122,-0.814466156,0.341591754,0.961288865,0.851783472,0.181081453,1.052648302
0.914357676,0.536733151,-0.956952122,-0.814466156,0.577438274,0.961288865,0.851783472,0.181081453
-0.121083486,0.914357676,0.536733151,-0.956952122,0.329361052,0.577438274,0.961288865,0.851783472
-0.304973892,-0.121083486,0.914357676,0.536733151,0.712322658,0.329361052,0.577438274,0.961288865
-0.805991424,-0.304973892,-0.121083486,0.914357676,0.473996395,0.712322658,0.329361052,0.577438274
0.242077639,-0.805991424,-0.304973892,-0.121083486,0.980744548,0.473996395,0.712322658,0.329361052
-0.238064076,0.242077639,-0.805991424,-0.304973892,0.372721349,0.980744548,0.473996395,0.712322658
-0.872109306,-0.238064076,0.242077639,-0.805991424,0.581871861,0.372721349,0.980744548,0.473996395
-0.000181559,-0.872109306,-0.238064076,0.242077639,0.893749858,0.581871861,0.372721349,0.980744548
0.568026183,-0.000181559,-0.872109306,-0.238064076,0.670113858,0.893749858,0.581871861,0.372721349
-0.322306785,0.568026183,-0.000181559,-0.872109306,0.347777021,0.670113858,0.893749858,0.581871861
-0.46436232,-0.322306785,0.568026183,-0.000181559,0.72256395,0.347777021,0.670113858,0.893749858
-0.972192952,-0.46436232,-0.322306785,0.568026183,0.476790429,0.72256395,0.347777021,0.670113858
-0.784995799,-0.972192952,-0.46436232,-0.322306785,0.772553086,0.476790429,0.72256395,0.347777021
0.302760426,-0.784995799,-0.972192952,-0.46436232,0.875346844,0.772553086,0.476790429,0.72256395
0.97060843,0.302760426,-0.784995799,-0.972192952,0.685058673,0.875346844,0.772553086,0.476790429
-0.261969686,0.97060843,0.302760426,-0.784995799,0.236776195,0.685058673,0.875346844,0.772553086
0.94947249,-0.261969686,0.97060843,0.302760426,1.124512754,0.236776195,0.685058673,0.875346844
-0.724018354,0.94947249,-0.261969686,0.97060843,0.004849827,1.124512754,0.236776195,0.685058673
0.517875341,-0.724018354,0.94947249,-0.261969686,1.341847922,0.004849827,1.124512754,0.236776195
0.51534891,0.517875341,-0.724018354,0.94947249,0.400487836,1.341847922,0.004849827,1.124512754
-0.093602107,0.51534891,0.517875341,-0.724018354,0.536031705,0.400487836,1.341847922,0.004849827
-0.413598958,-0.093602107,0.51534891,0.517875341,0.575709121,0.536031705,0.400487836,1.341847922
0.221263764,-0.413598958,-0.093602107,0.51534891,0.814030528,0.575709121,0.536031705,0.400487836
-0.384176432,0.221263764,-0.413598958,-0.093602107,0.388835402,0.814030528,0.575709121,0.536031705
0.25007739,-0.384176432,0.221263764,-0.413598958,0.897800006,0.388835402,0.814030528,0.575709121
-0.750800799,0.25007739,-0.384176432,0.221263764,0.264202496,0.897800006,0.388835402,0.814030528
0.987658683,-0.750800799,0.25007739,-0.384176432,1.263167429,0.264202496,0.897800006,0.388835402
-0.264685631,0.987658683,-0.750800799,0.25007739,0.079389591,1.263167429,0.264202496,0.897800006
0.190949761,-0.264685631,0.987658683,-0.750800799,1.053592679,0.079389591,1.263167429,0.264202496
0.929936345,0.190949761,-0.264685631,0.987658683,0.662150641,1.053592679,0.079389591,1.263167429
-0.875516727,0.929936345,0.190949761,-0.264685631,0.103770101,0.662150641,1.053592679,0.079389591
0.13834263,-0.875516727,0.929936345,0.190949761,1.203226441,0.103770101,0.662150641,1.053592679
0.935935854,0.13834263,-0.875516727,0.929936345,0.646360985,1.203226441,0.103770101,0.662150641
0.436164439,0.935935854,0.13834263,-0.875516727,0.435660559,0.646360985,1.203226441,0.103770101
0.398255331,0.436164439,0.935935854,0.13834263,0.66525798,0.435660559,0.646360985,1.203226441
0.918529824,0.398255331,0.436164439,0.935935854,0.710663413,0.66525798,0.435660559,0.646360985
0.403399128,0.918529824,0.398255331,0.436164439,0.409859367,0.710663413,0.66525798,0.435660559
-0.697394664,0.403399128,0.918529824,0.398255331,0.413922199,0.409859367,0.710663413,0.66525798
-0.111272035,-0.697394664,0.403399128,0.918529824,0.888652883,0.413922199,0.409859367,0.710663413
0.17224532,-0.111272035,-0.697394664,0.403399128,0.60592086,0.888652883,0.413922199,0.409859367
-0.445428792,0.17224532,-0.111272035,-0.697394664,0.459664897,0.60592086,0.888652883,0.413922199
-0.727589112,-0.445428792,0.17224532,-0.111272035,0.63682011,0.459664897,0.60592086,0.888652883
0.404475386,-0.727589112,-0.445428792,0.17224532,0.930336266,0.63682011,0.459664897,0.60592086
-0.758893881,0.404475386,-0.727589112,-0.445428792,0.20697837,0.930336266,0.63682011,0.459664897
-0.446833835,-0.758893881,0.404475386,-0.727589112,0.944474967,0.20697837,0.930336266,0.63682011
0.98150215,-0.446833835,-0.758893881,0.404475386,0.893703329,0.944474967,0.20697837,0.930336266
-0.776584443,0.98150215,-0.446833835,-0.758893881,0.039469064,0.893703329,0.944474967,0.20697837
-0.317482062,-0.776584443,0.98150215,-0.446833835,1.11563441,0.039469064,0.893703329,0.944474967
0.332439051,-0.317482062,-0.776584443,0.98150215,0.651025839,1.11563441,0.039469064,0.893703329
0.3211909,0.332439051,-0.317482062,-0.776584443,0.586250049,0.651025839,1.11563441,0.039469064
0.771088922,0.3211909,0.332439051,-0.317482062,0.726832593,0.586250049,0.651025839,1.11563441
-0.47728438,0.771088922,0.3211909,0.332439051,0.228447159,0.726832593,0.586250049,0.651025839
0.546137796,-0.47728438,0.771088922,0.3211909,1.093755591,0.228447159,0.726832593,0.586250049
0.743141625,0.546137796,-0.47728438,0.771088922,0.499554732,1.093755591,0.228447159,0.726832593
-0.092159911,0.743141625,0.546137796,-0.47728438,0.420882157,0.499554732,1.093755591,0.228447159
0.648793283,-0.092159911,0.743141625,0.546137796,0.893634427,0.420882157,0.499554732,1.093755591
-0.602330666,0.648793283,-0.092159911,0.743141625,0.182864382,0.893634427,0.420882157,0.499554732
0.635984564,-0.602330666,0.648793283,-0.092159911,1.185100795,0.182864382,0.893634427,0.420882157
-0.994186719,0.635984564,-0.602330666,0.648793283,0.018302744,1.185100795,0.182864382,0.893634427
0.356966504,-0.994186719,0.635984564,-0.602330666,1.369523867,0.018302744,1.185100795,0.182864382
0.651732416,0.356966504,-0.994186719,0.635984564,0.477868866,1.369523867,0.018302744,1.185100795
0.42535097,0.651732416,0.356966504,-0.994186719,0.587468039,0.477868866,1.369523867,0.018302744
-0.221656682,0.42535097,0.651732416,0.356966504,0.446914481,0.587468039,0.477868866,1.369523867
-0.976594204,-0.221656682,0.42535097,0.651732416,0.513474303,0.446914481,0.587468039,0.477868866
-0.585810458,-0.976594204,-0.221656682,0.42535097,0.80725705,0.513474303,0.446914481,0.587468039
-0.703661745,-0.585810458,-0.976594204,-0.221656682,0.553152421,0.80725705,0.513474303,0.446914481
0.212314643,-0.703661745,-0.585810458,-0.976594204,0.908028996,0.553152421,0.80725705,0.513474303
0.835374999,0.212314643,-0.703661745,-0.585810458,0.669250407,0.908028996,0.553152421,0.80725705
0.306137423,0.835374999,0.212314643,-0.703661745,0.424993149,0.669250407,0.908028996,0.553152421
-0.481035131,0.306137423,0.835374999,0.212314643,0.48965775,0.424993149,0.669250407,0.908028996
0.758393468,-0.481035131,0.306137423,0.835374999,1.005204041,0.48965775,0.424993149,0.669250407
0.343705925,0.758393468,-0.481035131,0.306137423,0.357110807,1.005204041,0.48965775,0.424993149
-0.186273666,0.343705925,0.758393468,-0.481035131,0.587179313,0.357110807,1.005204041,0.48965775
0.190373587,-0.186273666,0.343705925,0.758393468,0.733524031,0.587179313,0.357110807,1.005204041
-0.370472641,0.190373587,-0.186273666,0.343705925,0.427129376,0.733524031,0.587179313,0.357110807
0.098649531,-0.370472641,0.190373587,-0.186273666,0.836511495,0.427129376,0.733524031,0.587179313
0.898262889,0.098649531,-0.370472641,0.190373587,0.739481476,0.836511495,0.427129376,0.733524031
-0.129473941,0.898262889,0.098649531,-0.370472641,0.273036608,0.739481476,0.836511495,0.427129376
0.154966919,-0.129473941,0.898262889,0.098649531,0.863107277,0.273036608,0.739481476,0.836511495
0.292527723,0.154966919,-0.129473941,0.898262889,0.563379601,0.863107277,0.273036608,0.739481476
-0.21027337,0.292527723,0.154966919,-0.129473941,0.499313259,0.563379601,0.863107277,0.273036608
0.736582541,-0.21027337,0.292527723,0.154966919,0.914199671,0.499313259,0.563379601,0.863107277
0.44905877,0.736582541,-0.21027337,0.292527723,0.413701471,0.914199671,0.499313259,0.563379601
-0.976215356,0.44905877,0.736582541,-0.21027337,0.328591449,0.413701471,0.914199671,0.499313259
-0.073615241,-0.976215356,0.44905877,0.736582541,1.027137626,0.328591449,0.413701471,0.914199671
0.223351178,-0.073615241,-0.976215356,0.44905877,0.571228784,1.027137626,0.328591449,0.413701471
-0.759134124,0.223351178,-0.073615241,-0.976215356,0.379655668,0.571228784,1.027137626,0.328591449
-0.96381631,-0.759134124,0.223351178,-0.073615241,0.711604695,0.379655668,0.571228784,1.027137626
-0.831016437,-0.96381631,-0.759134124,0.223351178,0.665637837,0.711604695,0.379655668,0.571228784
0.159770627,-0.831016437,-0.96381631,-0.759134124,0.889618195,0.665637837,0.711604695,0.379655668
0.622718036,0.159770627,-0.831016437,-0.96381631,0.636955757,0.889618195,0.665637837,0.711604695
0.74496116,0.622718036,0.159770627,-0.831016437,0.610314939,0.636955757,0.889618195,0.665637837
0.684862164,0.74496116,0.622718036,0.159770627,0.56872373,0.610314939,0.636955757,0.889618195
0.140221496,0.684862164,0.74496116,0.622718036,0.467057599,0.56872373,0.610314939,0.636955757
0.859766482,0.140221496,0.684862164,0.74496116,0.854511667,0.467057599,0.56872373,0.610314939
-0.033936172,0.859766482,0.140221496,0.684862164,0.272811523,0.854511667,0.467057599,0.56872373
0.742044433,-0.033936172,0.859766482,0.140221496,0.981354237,0.272811523,0.854511667,0.467057599
0.40714491,0.742044433,-0.033936172,0.859766482,0.383878205,0.981354237,0.272811523,0.854511667
-0.970951446,0.40714491,0.742044433,-0.033936172,0.357725609,0.383878205,0.981354237,0.272811523
-0.477448165,-0.970951446,0.40714491,0.742044433,0.908449236,0.357725609,0.383878205,0.981354237
0.926019775,-0.477448165,-0.970951446,0.40714491,0.898725036,0.908449236,0.357725609,0.383878205
-0.689957523,0.926019775,-0.477448165,-0.970951446,0.076373889,0.898725036,0.908449236,0.357725609
0.752218073,-0.689957523,0.926019775,-0.477448165,1.32408698,0.076373889,0.898725036,0.908449236
-0.258233092,0.752218073,-0.689957523,0.926019775,0.1400528,1.32408698,0.076373889,0.898725036
-0.45282299,-0.258233092,0.752218073,-0.689957523,0.841416536,0.1400528,1.32408698,0.076373889
0.356483194,-0.45282299,-0.258233092,0.752218073,0.768027878,0.841416536,0.1400528,1.32408698
0.791418847,0.356483194,-0.45282299,-0.258233092,0.656511695,0.768027878,0.841416536,0.1400528
-0.976577727,0.791418847,0.356483194,-0.45282299,0.122108115,0.656511695,0.768027878,0.841416536
-0.100909484,-0.976577727,0.791418847,0.356483194,1.158925671,0.122108115,0.656511695,0.768027878
-0.649790625,-0.100909484,-0.976577727,0.791418847,0.331018532,1.158925671,0.122108115,0.656511695
-0.424587235,-0.649790625,-0.100909484,-0.976577727,0.840094719,0.331018532,1.158925671,0.122108115
-0.27917679,-0.424587235,-0.649790625,-0.100909484,0.601032258,0.840094719,0.331018532,1.158925671
0.519095201,-0.27917679,-0.424587235,-0.649790625,0.838123871,0.601032258,0.840094719,0.331018532
